userid,age,dob_day,dob_year,dob_month,gender,tenure,friend_count,friendships_initiated,likes,likes_received,mobile_likes,mobile_likes_received,www_likes,www_likes_received
1498023,30,8,1983,11,female,1497,51,37,176,213,129,135,47,78
1118642,20,3,1993,10,male,65,50,46,175,49,174,31,1,18
1969766,21,1,1992,2,female,254,50,24,176,74,176,30,0,44
1567376,42,7,1971,5,female,143,50,46,175,213,175,166,0,47
1988966,57,6,1956,1,female,230,51,28,179,113,179,94,0,19
1823804,35,26,1978,10,female,236,51,40,189,35,0,14,189,21
1560835,32,10,1981,9,female,183,51,33,184,11,184,3,0,8
1159199,42,13,1971,6,female,61,50,44,189,140,189,74,0,66
1037650,38,15,1975,1,female,221,50,40,200,25,0,10,200,15
1209552,53,7,1960,4,male,1571,51,19,191,24,149,15,42,9
1349080,41,25,1972,1,female,875,51,31,199,6,199,3,0,3
2095369,31,29,1982,5,female,1769,51,11,200,81,200,59,0,22
1307533,60,27,1953,10,female,225,51,46,191,96,191,61,0,35
2131583,19,18,1994,12,male,203,50,44,201,228,13,25,188,203
1208186,61,28,1952,2,female,2025,50,8,202,35,101,17,101,18
1665345,71,3,1942,7,male,401,51,17,201,18,201,15,0,3
1631567,39,8,1974,2,female,1860,51,32,208,30,208,15,0,15
1737427,74,5,1939,6,female,29,51,38,202,218,202,135,0,83
2066682,18,1,1995,2,female,1267,51,17,221,52,216,17,5,35
1694321,51,2,1962,8,female,1513,51,26,225,84,0,55,225,29
1624752,19,2,1994,12,male,335,51,44,230,15,220,7,10,8
1043850,63,19,1950,9,male,1006,51,14,223,145,221,80,2,65
1155444,46,29,1967,1,male,365,50,38,222,34,222,34,0,0
1442413,53,17,1960,11,female,179,51,38,227,42,227,39,0,3
2061783,56,16,1957,12,female,63,50,36,230,116,230,76,0,40
1773686,27,22,1986,4,male,537,50,33,242,100,0,58,242,42
1804784,45,4,1968,6,male,1444,50,21,242,48,66,23,176,25
1901718,20,27,1993,12,female,814,51,32,242,278,219,215,23,63
1519958,68,14,1945,12,female,1283,51,19,241,140,239,91,2,49
1413686,39,1,1974,3,female,59,51,38,235,84,234,54,1,30
1198314,28,21,1985,9,female,176,51,34,234,30,234,16,0,14
1540755,36,13,1977,3,female,586,51,41,236,115,236,18,0,97
1033765,74,24,1939,8,female,671,50,35,250,41,249,16,1,25
2004268,25,19,1988,5,male,261,51,27,257,91,257,83,0,8
1146335,41,17,1972,12,female,1361,50,24,270,470,135,359,135,111
2112642,23,3,1990,9,female,115,50,38,263,161,263,134,0,27
1297044,46,20,1967,1,female,301,50,36,288,67,186,23,102,44
1792530,17,9,1996,1,female,373,51,44,291,43,272,43,19,0
1202215,18,18,1995,10,male,440,51,16,292,38,292,31,0,7
2006643,59,12,1954,9,female,799,51,40,277,34,277,14,0,20
1062158,34,27,1979,4,female,649,50,27,280,482,280,401,0,81
1229864,66,23,1947,2,female,1027,50,15,299,46,299,29,0,17
1945937,52,13,1961,4,male,498,50,36,308,76,308,62,0,14
1462593,66,20,1947,5,female,636,50,36,320,14,0,4,320,10
1817382,69,17,1944,5,male,293,51,40,317,12,317,6,0,6
1323518,21,2,1992,5,female,211,51,33,311,70,311,18,0,52
1652243,42,5,1971,1,female,27,51,50,333,128,52,72,281,56
2150879,38,18,1975,6,female,2110,51,29,336,87,0,23,336,64
1575155,69,24,1944,11,male,1247,51,29,337,206,152,142,185,64
1970159,30,30,1983,1,female,393,50,38,336,145,333,72,3,73
1285334,61,29,1952,10,female,222,50,38,346,84,346,65,0,19
1605643,54,20,1959,6,female,78,50,33,356,95,1,17,355,78
1578818,21,25,1992,10,female,607,50,29,363,154,276,71,87,83
1268915,58,13,1955,6,female,170,50,24,352,23,352,16,0,7
1076588,22,4,1991,7,female,478,51,27,385,82,0,37,385,45
1478888,41,28,1972,10,female,641,51,38,374,172,157,80,217,92
1729548,21,4,1992,1,male,612,50,35,376,24,376,11,0,13
1568680,52,25,1961,2,female,1050,51,39,377,40,377,28,0,12
1202337,26,20,1987,4,female,497,51,20,411,147,14,40,397,107
1172167,26,28,1987,6,male,1422,50,23,396,75,172,56,224,19
1007585,53,6,1960,11,female,643,50,26,400,295,82,104,318,191
2009259,74,1,1939,3,female,384,50,36,396,374,372,209,24,165
1972968,24,6,1989,11,female,466,51,39,402,146,401,90,1,56
1100628,37,4,1976,5,female,714,50,31,429,237,0,13,429,224
1353697,37,22,1976,6,female,76,50,38,447,168,244,78,203,90
1815118,61,21,1952,2,female,30,51,45,426,118,426,96,0,22
1439921,19,14,1994,8,female,713,51,34,474,339,0,114,474,225
1986609,47,18,1966,1,female,71,51,36,477,43,477,29,0,14
2135959,29,22,1984,7,female,155,50,17,456,117,456,43,0,74
2083965,20,28,1993,1,female,214,50,32,515,700,0,57,515,643
2079300,33,20,1980,5,female,476,50,22,518,85,493,60,25,25
1186150,63,4,1950,4,female,1577,50,26,499,196,483,144,16,52
1774066,57,14,1956,6,female,1926,50,18,516,297,496,268,20,29
1560218,62,28,1951,7,female,173,50,34,503,166,503,108,0,58
1933166,23,6,1990,5,female,107,51,27,526,25,468,13,58,12
1801506,39,6,1974,3,female,77,50,36,558,360,558,267,0,93
1727956,28,1,1985,6,female,823,51,40,604,314,604,87,0,227
1698407,16,1,1997,2,male,144,50,31,600,145,600,135,0,10
1372450,23,2,1990,9,female,390,51,38,616,104,0,15,616,89
1529912,27,12,1986,6,female,150,50,20,693,211,285,23,408,188
2118131,65,25,1948,5,female,295,50,44,731,478,0,165,731,313
1436909,51,10,1962,2,female,162,51,25,731,98,729,70,2,28
1040179,56,20,1957,6,female,170,50,22,814,176,814,128,0,48
2113339,17,21,1996,6,male,1777,51,19,889,381,683,301,206,80
1839871,36,21,1977,9,male,315,51,37,978,13,978,12,0,1
1639355,25,15,1988,7,female,318,50,32,935,513,935,381,0,132
1715648,22,1,1991,12,female,80,51,19,1071,53,1071,31,0,22
2044456,50,15,1963,10,female,206,51,23,1172,351,0,96,1172,255
1045473,54,2,1959,2,female,421,50,8,1181,247,0,49,1181,198
1194969,14,16,1999,2,female,418,51,20,1284,226,1258,157,26,69
1987572,18,28,1995,5,female,644,51,26,1273,1855,924,1199,349,656
1596757,43,3,1970,6,female,802,50,34,1174,2,1165,2,9,0
1403446,23,11,1990,1,male,239,51,33,1157,109,1157,94,0,15
1581964,14,14,1999,11,female,311,51,18,1323,163,0,11,1323,152
1453647,31,17,1982,8,female,707,50,32,1980,873,1410,406,570,467
1616838,57,21,1956,3,female,347,50,26,2293,183,2293,91,0,92
1431539,46,5,1967,12,female,288,51,30,2820,61,0,12,2820,49
1373571,39,9,1974,3,female,544,51,43,3502,178,2968,139,534,39
2070079,25,11,1988,12,male,60,53,43,0,0,0,0,0,0
1806013,41,18,1972,2,male,173,52,46,0,0,0,0,0,0
1766089,74,3,1939,5,male,168,53,30,0,0,0,0,0,0
1061300,40,16,1973,7,female,199,52,8,0,32,0,11,0,21
1616437,56,2,1957,9,male,398,53,35,0,1,0,1,0,0
1308588,67,10,1946,9,male,34,52,50,0,0,0,0,0,0
1457691,23,14,1990,10,male,213,53,41,0,0,0,0,0,0
2021539,26,4,1987,11,male,676,53,38,0,0,0,0,0,0
1768661,55,22,1958,12,male,289,52,25,0,0,0,0,0,0
1004820,58,7,1955,1,male,286,52,35,0,1,0,1,0,0
1966262,55,2,1958,2,female,520,53,26,0,0,0,0,0,0
1726320,55,14,1958,3,female,680,53,51,0,1,0,0,0,1
1449823,43,10,1970,3,male,311,53,31,0,0,0,0,0,0
1980413,103,23,1910,3,male,60,52,43,0,13,0,9,0,4
1860548,57,12,1956,6,male,413,52,49,0,67,0,20,0,47
1066996,52,26,1961,10,male,293,53,34,0,0,0,0,0,0
1149329,55,12,1958,10,female,37,52,33,0,2,0,2,0,0
1790778,48,25,1965,1,male,34,53,50,0,0,0,0,0,0
1269705,53,25,1960,3,male,433,53,39,0,0,0,0,0,0
1547652,102,5,1911,8,male,149,52,35,0,0,0,0,0,0
1660401,29,14,1984,10,female,569,53,32,0,0,0,0,0,0
1561404,59,9,1954,12,male,506,53,24,0,0,0,0,0,0
2120380,21,15,1992,4,female,412,53,29,0,0,0,0,0,0
1254244,70,15,1943,4,female,208,52,19,0,0,0,0,0,0
2115341,58,9,1955,4,female,219,53,15,0,0,0,0,0,0
1973524,52,12,1961,5,male,385,52,43,0,0,0,0,0,0
1793131,57,8,1956,5,male,155,52,45,0,5,0,3,0,2
1331569,30,16,1983,11,male,347,53,35,0,6,0,2,0,4
2000887,54,26,1959,12,male,490,52,43,0,0,0,0,0,0
1747327,30,11,1983,1,male,449,52,42,0,2,0,2,0,0
1646200,45,13,1968,1,male,188,52,31,0,0,0,0,0,0
1573778,47,8,1966,1,male,67,53,44,0,0,0,0,0,0
1104501,27,15,1986,3,female,340,52,36,0,0,0,0,0,0
2149408,17,1,1996,4,male,507,52,47,0,8,0,3,0,5
1055699,13,17,2000,4,male,214,53,13,0,2,0,1,0,1
1369860,27,3,1986,6,male,193,53,31,0,0,0,0,0,0
1482859,54,20,1959,7,female,257,53,21,0,1,0,1,0,0
1866382,43,16,1970,11,male,753,53,25,0,0,0,0,0,0
1491055,53,22,1960,1,male,367,53,30,0,0,0,0,0,0
1723826,32,28,1981,1,female,138,53,40,0,0,0,0,0,0
1778613,62,31,1951,2,male,472,52,35,0,1,0,1,0,0
1440865,100,5,1913,3,male,470,53,34,0,0,0,0,0,0
1337537,51,30,1962,4,male,422,52,43,0,0,0,0,0,0
1064941,63,10,1950,4,male,329,53,42,0,1,0,1,0,0
1583464,66,4,1947,6,female,618,53,25,0,0,0,0,0,0
1231747,51,18,1962,8,male,187,53,34,0,2,0,2,0,0
1801516,53,21,1960,8,male,163,52,42,0,0,0,0,0,0
1542434,36,9,1977,9,male,346,52,34,0,1,0,1,0,0
1427403,58,24,1955,11,female,475,52,28,0,3,0,3,0,0
1385243,58,27,1955,2,male,159,52,42,0,0,0,0,0,0
2166698,63,8,1950,4,male,372,52,35,0,0,0,0,0,0
2096230,76,3,1937,5,male,154,52,49,0,0,0,0,0,0
2025044,103,17,1910,5,male,155,52,42,0,13,0,8,0,5
1038964,60,5,1953,6,male,256,52,22,0,1,0,1,0,0
1169853,65,16,1948,6,male,511,53,36,0,1,0,0,0,1
1343977,63,11,1950,6,male,207,52,45,0,0,0,0,0,0
2137514,54,17,1959,8,male,415,52,4,0,0,0,0,0,0
1667357,47,1,1966,9,male,161,52,52,0,0,0,0,0,0
1698219,23,15,1990,10,female,1305,53,27,0,0,0,0,0,0
1403678,46,14,1967,10,male,511,53,30,0,7,0,4,0,3
1217430,69,12,1944,10,female,359,52,2,0,0,0,0,0,0
1459180,30,10,1983,10,male,150,53,53,0,11,0,10,0,1
1043141,17,5,1996,1,male,333,52,22,0,0,0,0,0,0
1231880,67,7,1946,1,male,33,52,43,0,0,0,0,0,0
1387883,68,20,1945,4,female,356,53,26,0,0,0,0,0,0
1136483,58,4,1955,4,female,290,52,43,0,0,0,0,0,0
1955880,34,1,1979,8,male,367,52,37,0,1,0,0,0,1
2191231,24,16,1989,8,male,208,53,19,0,0,0,0,0,0
1390654,44,4,1969,9,male,571,52,47,0,0,0,0,0,0
1208677,54,29,1959,10,male,580,53,50,0,6,0,1,0,5
1800075,48,27,1965,10,male,273,52,32,0,0,0,0,0,0
2013086,108,22,1905,7,male,635,52,36,0,0,0,0,0,0
1342411,48,6,1965,7,male,162,53,40,0,6,0,1,0,5
1045703,52,3,1961,8,male,674,53,41,0,0,0,0,0,0
1427457,62,14,1951,12,male,232,52,38,0,0,0,0,0,0
1890118,45,11,1968,1,male,350,53,32,0,0,0,0,0,0
1460519,57,26,1956,3,male,264,52,43,0,14,0,14,0,0
1327779,49,22,1964,5,female,223,53,30,0,0,0,0,0,0
1255545,42,12,1971,7,male,206,52,27,0,8,0,4,0,4
1378841,57,2,1956,8,male,687,52,35,0,0,0,0,0,0
1532433,48,25,1965,8,male,486,53,37,0,0,0,0,0,0
2038291,18,14,1995,10,male,123,53,39,0,0,0,0,0,0
1558263,41,8,1972,12,male,219,53,28,0,0,0,0,0,0
1055853,55,18,1958,2,female,544,53,14,0,4,0,0,0,4
1437821,63,29,1950,3,male,271,53,46,0,2,0,2,0,0
1622729,86,14,1927,4,male,750,52,43,0,4,0,4,0,0
1241072,22,7,1991,4,male,452,52,32,0,0,0,0,0,0
1765793,39,28,1974,4,male,394,52,41,0,1,0,0,0,1
1891225,75,1,1938,5,male,325,53,47,0,0,0,0,0,0
1892256,56,1,1957,12,female,605,53,28,0,1,0,0,0,1
1501464,47,5,1966,1,male,130,52,20,0,0,0,0,0,0
1311965,19,15,1994,1,male,138,53,44,0,0,0,0,0,0
1564531,52,14,1961,6,male,269,53,16,0,0,0,0,0,0
1703637,49,31,1964,6,male,36,52,51,0,0,0,0,0,0
1891148,36,19,1977,8,male,396,53,34,0,2,0,2,0,0
1828343,14,26,1999,8,male,202,53,28,0,0,0,0,0,0
1709832,14,24,1999,9,male,386,52,38,0,0,0,0,0,0
2123148,14,16,1999,10,male,183,53,45,0,7,0,7,0,0
1651813,14,15,1999,1,male,369,53,51,0,26,0,1,0,25
1130430,14,6,1999,1,male,346,52,34,0,0,0,0,0,0
1978088,14,18,1999,1,male,40,52,24,0,1,0,1,0,0
1224594,14,9,1999,2,male,487,53,12,0,1,0,0,0,1
1417300,16,17,1997,3,male,366,52,48,0,0,0,0,0,0
1507844,16,29,1997,3,female,255,52,42,0,0,0,0,0,0
1879490,15,5,1998,5,male,290,52,28,0,1,0,1,0,0
2054683,15,8,1998,7,male,524,53,44,0,1,0,0,0,1
2189765,15,9,1998,7,male,269,53,30,0,0,0,0,0,0
1702961,15,13,1998,11,female,366,52,19,0,0,0,0,0,0
1029971,15,18,1998,12,male,790,52,44,0,0,0,0,0,0
1867325,15,7,1998,3,male,684,52,38,0,3,0,0,0,3
1656255,15,6,1998,6,male,433,52,40,0,0,0,0,0,0
1857245,15,31,1998,6,male,91,52,28,0,1,0,0,0,1
2043330,16,12,1997,9,male,369,53,36,0,1,0,1,0,0
2106326,16,17,1997,2,male,221,53,34,0,3,0,2,0,1
1765396,16,22,1997,3,male,304,52,44,0,0,0,0,0,0
1380232,16,19,1997,1,male,196,52,20,0,0,0,0,0,0
2049940,18,9,1995,3,male,240,53,50,0,1,0,0,0,1
1425545,17,16,1996,5,male,263,53,12,0,4,0,4,0,0
1401397,17,17,1996,9,male,195,52,46,0,0,0,0,0,0
1783191,17,1,1996,12,female,540,52,25,0,0,0,0,0,0
1741370,17,31,1996,12,male,234,52,43,0,0,0,0,0,0
1610841,17,22,1996,2,male,214,52,49,0,0,0,0,0,0
2078103,19,19,1994,6,male,788,53,14,0,2,0,1,0,1
2082116,19,12,1994,7,male,480,52,21,0,0,0,0,0,0
1923100,18,11,1995,7,female,284,53,33,0,2,0,1,0,1
1710844,18,1,1995,1,male,1518,52,32,0,1,0,1,0,0
1398230,18,1,1995,1,female,423,53,32,0,0,0,0,0,0
1730367,18,15,1995,1,female,361,52,25,0,3,0,1,0,2
2048568,18,22,1995,6,male,431,53,49,0,8,0,7,0,1
2187809,18,28,1995,8,female,306,53,40,0,0,0,0,0,0
1236049,18,6,1995,9,male,351,52,41,0,0,0,0,0,0
1558036,18,25,1995,12,male,107,52,40,0,0,0,0,0,0
1499680,20,12,1993,3,male,181,53,38,0,0,0,0,0,0
1533160,19,30,1994,3,male,131,52,43,0,1,0,1,0,0
2112029,19,2,1994,5,female,592,52,21,0,1,0,1,0,0
1266690,19,17,1994,4,female,389,53,50,0,0,0,0,0,0
1851788,19,1,1994,7,male,565,52,27,0,0,0,0,0,0
1637821,19,23,1994,7,male,416,52,29,0,0,0,0,0,0
1674996,19,30,1994,9,female,497,53,46,0,1,0,1,0,0
1657578,19,1,1994,12,female,112,53,17,0,0,0,0,0,0
1409494,19,11,1994,3,male,232,53,41,0,0,0,0,0,0
1811798,19,6,1994,5,male,325,53,26,0,1,0,0,0,1
2149703,19,14,1994,8,male,148,52,40,0,0,0,0,0,0
2167766,21,30,1992,10,female,381,53,23,0,0,0,0,0,0
1498723,20,5,1993,10,male,310,52,23,0,0,0,0,0,0
2142187,20,2,1993,12,male,452,53,21,0,1,0,1,0,0
1314022,20,8,1993,11,male,543,52,41,0,0,0,0,0,0
2081090,20,15,1993,1,male,120,53,39,0,0,0,0,0,0
1927088,20,14,1993,2,male,736,53,37,0,16,0,13,0,3
1855698,20,1,1993,8,male,813,52,35,0,0,0,0,0,0
1160949,20,1,1993,9,male,267,52,14,0,0,0,0,0,0
1967975,20,22,1993,12,male,433,52,49,0,0,0,0,0,0
1608213,20,17,1993,3,male,515,52,45,0,0,0,0,0,0
1881146,20,24,1993,8,male,316,53,32,0,22,0,0,0,22
1767243,20,15,1993,5,male,331,52,15,0,0,0,0,0,0
1735172,20,17,1993,9,male,316,53,28,0,0,0,0,0,0
1942126,20,17,1993,7,male,1026,53,17,0,0,0,0,0,0
1086690,21,3,1992,7,male,605,52,34,0,0,0,0,0,0
1660443,21,1,1992,10,male,272,52,49,0,0,0,0,0,0
2103996,21,3,1992,11,male,89,53,33,0,1,0,1,0,0
1333577,21,4,1992,2,male,300,52,47,0,0,0,0,0,0
1142025,21,26,1992,3,male,1700,52,12,0,0,0,0,0,0
1060973,21,8,1992,11,male,345,53,23,0,0,0,0,0,0
1297569,21,3,1992,6,male,1472,52,7,0,3,0,3,0,0
1365182,21,30,1992,10,male,609,53,42,0,0,0,0,0,0
1222579,21,27,1992,7,female,894,53,32,0,0,0,0,0,0
2159801,22,15,1991,2,female,853,52,20,0,1,0,0,0,1
1250740,22,29,1991,4,male,486,53,43,0,0,0,0,0,0
1436536,22,18,1991,8,male,339,53,32,0,3,0,3,0,0
1523607,24,8,1989,9,male,656,52,16,0,0,0,0,0,0
1687588,23,1,1990,4,female,598,53,22,0,4,0,3,0,1
2100728,23,17,1990,8,female,939,52,41,0,2,0,0,0,2
1286657,23,1,1990,8,male,241,52,42,0,3,0,2,0,1
1177388,23,5,1990,9,male,632,52,32,0,0,0,0,0,0
1075697,23,14,1990,9,female,585,52,40,0,0,0,0,0,0
2026264,23,14,1990,5,female,1176,52,33,0,0,0,0,0,0
1842950,23,20,1990,5,male,1871,52,21,0,4,0,0,0,4
1272126,25,11,1988,8,male,679,52,37,0,0,0,0,0,0
1163690,24,13,1989,8,male,978,52,22,0,0,0,0,0,0
1442379,24,10,1989,12,female,738,53,46,0,1,0,0,0,1
1449252,24,11,1989,5,male,807,53,13,0,1,0,0,0,1
2068096,24,18,1989,9,female,500,52,29,0,3,0,0,0,3
1582465,24,2,1989,10,male,741,52,4,0,1,0,0,0,1
1761627,24,3,1989,2,female,419,52,33,0,1,0,1,0,0
1596698,26,17,1987,7,female,896,53,27,0,2,0,1,0,1
1289657,25,6,1988,7,male,560,53,47,0,0,0,0,0,0
1007621,25,1,1988,8,male,1048,52,20,0,0,0,0,0,0
1422912,25,12,1988,3,female,583,52,43,0,0,0,0,0,0
1550472,25,7,1988,7,male,1261,52,25,0,1,0,1,0,0
1690999,25,17,1988,1,male,1113,52,25,0,0,0,0,0,0
1265348,25,8,1988,5,male,1033,53,35,0,0,0,0,0,0
2119490,25,20,1988,7,male,726,53,20,0,0,0,0,0,0
1797404,25,31,1988,12,male,441,52,31,0,1,0,1,0,0
1956427,26,1,1987,1,male,429,53,28,0,3,0,0,0,3
1556242,26,1,1987,4,male,1552,52,15,0,0,0,0,0,0
1394272,26,1,1987,10,female,221,52,47,0,0,0,0,0,0
1737388,26,11,1987,8,male,667,52,46,0,0,0,0,0,0
1873636,26,19,1987,6,male,1834,52,15,0,0,0,0,0,0
2119418,26,2,1987,11,male,1673,53,28,0,3,0,0,0,3
1187001,26,27,1987,11,male,1856,52,4,0,1,0,0,0,1
1901217,26,16,1987,8,female,18,52,50,0,2,0,2,0,0
1800360,26,24,1987,12,female,800,53,22,0,0,0,0,0,0
1138719,28,3,1985,3,female,122,53,30,0,2,0,2,0,0
1363669,28,2,1985,12,female,974,52,39,0,2,0,2,0,0
1460998,27,15,1986,2,male,1770,53,18,0,1,0,0,0,1
1782520,27,6,1986,5,male,1540,52,17,0,0,0,0,0,0
1678614,27,1,1986,5,male,1776,52,11,0,0,0,0,0,0
1503199,27,20,1986,8,female,667,52,26,0,1,0,1,0,0
2090132,28,1,1985,8,female,179,52,21,0,0,0,0,0,0
1863423,28,5,1985,2,male,1497,52,25,0,0,0,0,0,0
1176696,29,11,1984,11,male,1751,53,9,0,3,0,2,0,1
1700235,29,2,1984,6,female,1340,53,33,0,0,0,0,0,0
1335460,29,1,1984,7,male,1021,53,27,0,0,0,0,0,0
1841705,29,8,1984,10,female,1967,52,15,0,0,0,0,0,0
1668775,31,14,1982,3,male,607,52,26,0,0,0,0,0,0
2165840,31,6,1982,10,male,1205,53,31,0,0,0,0,0,0
1479678,30,21,1983,9,male,1566,52,25,0,4,0,1,0,3
1584027,30,25,1983,11,female,994,52,36,0,1,0,1,0,0
1738077,30,28,1983,1,male,1666,53,12,0,2,0,2,0,0
1864952,30,20,1983,12,male,560,53,25,0,0,0,0,0,0
1061665,31,29,1982,6,female,1544,53,28,0,1,0,0,0,1
1439335,31,5,1982,8,female,492,52,26,0,0,0,0,0,0
2124103,31,2,1982,8,male,830,53,31,0,8,0,8,0,0
2184684,31,17,1982,5,male,179,52,38,0,0,0,0,0,0
1977857,31,29,1982,1,male,251,53,29,1,0,0,0,1,0
1671288,31,24,1982,5,male,236,53,43,1,0,0,0,1,0
1373482,33,31,1980,6,male,270,52,43,1,0,0,0,1,0
1116977,32,15,1981,6,female,537,53,42,1,0,0,0,1,0
1761832,32,18,1981,4,male,457,52,29,1,0,0,0,1,0
1852162,32,23,1981,1,male,481,53,10,1,0,0,0,1,0
1495190,33,5,1980,5,female,236,52,36,1,0,0,0,1,0
1041473,33,17,1980,9,female,1671,53,31,1,0,0,0,1,0
1786135,33,16,1980,3,female,121,53,45,1,1,0,1,1,0
2056924,33,4,1980,4,male,407,53,47,1,1,0,1,1,0
1725054,35,21,1978,11,male,1081,53,18,1,1,0,0,1,1
1593971,34,11,1979,10,female,121,52,44,1,1,0,1,1,0
1023302,34,28,1979,8,male,725,53,29,1,1,0,0,1,1
1058668,34,20,1979,1,male,1439,53,29,1,1,0,1,1,0
2110018,34,27,1979,3,male,1668,52,19,1,1,0,1,1,0
1176604,35,7,1978,7,male,1095,52,37,1,1,0,0,1,1
1053008,37,1,1976,10,male,413,52,21,1,56,0,14,1,42
1409158,38,11,1975,12,female,381,52,36,1,3,0,0,1,3
2189043,37,2,1976,6,female,682,52,19,1,2,0,1,1,1
1150663,37,21,1976,11,female,500,53,37,1,14,0,5,1,9
1708510,37,11,1976,1,male,575,53,39,1,15,0,7,1,8
2002005,37,8,1976,3,female,385,52,40,1,12,0,9,1,3
2188924,39,8,1974,5,male,176,52,27,1,15,0,8,1,7
2155740,38,6,1975,10,female,875,52,34,1,27,0,13,1,14
2126105,38,29,1975,10,male,1187,52,8,1,5,0,3,1,2
1402440,39,23,1974,4,female,2135,52,27,1,5,0,5,1,0
1385912,39,26,1974,5,male,1212,52,31,1,17,0,1,1,16
1170736,40,26,1973,1,female,1379,52,12,1,3,0,2,1,1
1262039,40,14,1973,6,male,265,53,32,1,0,1,0,0,0
1710207,40,1,1973,12,female,539,53,29,1,0,1,0,0,0
1330610,42,11,1971,11,male,676,52,30,1,0,1,0,0,0
1295425,41,2,1972,2,male,305,52,41,1,0,1,0,0,0
1080655,42,26,1971,1,male,449,53,25,1,0,1,0,0,0
1757642,44,28,1969,7,male,256,52,40,1,0,1,0,0,0
1304232,43,8,1970,7,male,672,52,39,1,0,1,0,0,0
1033872,43,13,1970,8,male,264,53,36,1,0,1,0,0,0
1210002,44,24,1969,12,male,252,53,51,1,0,1,0,0,0
1363627,45,18,1968,1,female,162,52,34,1,0,1,0,0,0
1970131,45,2,1968,5,male,211,53,48,1,0,1,0,0,0
2007783,45,7,1968,8,male,569,53,33,1,0,1,0,0,0
1040767,45,1,1968,9,male,480,53,29,1,0,1,0,0,0
1194653,46,27,1967,7,male,550,52,34,1,0,1,0,0,0
1714715,47,17,1966,2,male,401,52,42,1,0,1,0,0,0
2060420,47,7,1966,12,male,658,52,18,1,0,1,0,0,0
1202843,47,25,1966,9,male,368,52,45,1,0,1,0,0,0
1574581,47,14,1966,11,female,860,53,37,1,0,1,0,0,0
2179617,48,30,1965,1,male,87,52,46,1,1,1,1,0,0
1286849,50,15,1963,4,male,37,53,44,1,1,1,1,0,0
1747604,50,10,1963,4,male,96,53,42,1,1,1,1,0,0
1909749,51,28,1962,4,male,186,52,22,1,1,1,0,0,1
1333257,53,12,1960,6,male,342,52,44,1,1,1,0,0,1
1965599,53,5,1960,2,female,389,53,5,1,1,1,1,0,0
1128841,53,26,1960,11,female,1216,52,20,1,1,1,0,0,1
1917334,53,28,1960,6,male,134,53,37,1,11,1,9,0,2
1811989,54,5,1959,12,male,316,53,29,1,19,1,13,0,6
1029922,54,22,1959,11,male,188,52,47,1,2,1,0,0,2
2103232,54,14,1959,2,male,1182,52,16,1,2,1,1,0,1
1123042,54,14,1959,8,male,387,52,4,1,13,1,7,0,6
1813101,55,27,1958,3,male,630,53,39,1,16,1,9,0,7
1034716,55,26,1958,4,male,261,53,49,1,2,1,2,0,0
1639009,57,3,1956,11,male,717,53,17,1,8,1,4,0,4
1230168,57,20,1956,7,female,567,53,21,1,58,1,15,0,43
1755923,57,10,1956,12,male,500,52,16,1,38,1,20,0,18
1611881,59,7,1954,9,male,49,52,43,1,3,1,2,0,1
1169764,58,8,1955,1,female,223,53,41,1,2,1,1,0,1
1985989,59,12,1954,1,male,577,52,31,1,22,1,21,0,1
1959927,59,7,1954,11,male,414,52,25,1,2,1,2,0,0
1808620,60,23,1953,7,female,319,53,24,1,37,1,20,0,17
1591606,62,10,1951,8,male,1165,52,37,1,36,1,34,0,2
2120853,64,27,1949,10,female,1836,52,15,1,3,1,3,0,0
1289063,64,19,1949,6,male,1110,52,35,1,4,1,3,0,1
1952817,63,25,1950,3,female,1691,53,21,1,7,1,6,0,1
1486467,65,21,1948,3,female,536,53,41,1,2,1,2,0,0
1700033,64,18,1949,2,female,1858,53,37,1,2,1,2,0,0
1010999,67,15,1946,5,male,293,53,28,2,0,0,0,2,0
1795317,66,20,1947,4,male,722,53,16,2,0,0,0,2,0
1359254,67,19,1946,4,male,1082,52,13,2,0,0,0,2,0
1806257,69,13,1944,7,male,492,52,32,2,1,0,1,2,0
1440633,69,13,1944,12,male,621,52,27,2,1,0,0,2,1
1120261,69,18,1944,3,female,566,52,31,2,2,0,0,2,2
1786039,71,12,1942,9,male,401,52,20,2,5,0,2,2,3
1649476,73,24,1940,1,female,154,52,33,2,6,0,0,2,6
2073407,73,12,1940,3,male,43,52,49,2,31,0,10,2,21
2037634,73,31,1940,6,female,1104,52,24,2,32,0,9,2,23
1778606,73,15,1940,9,male,136,53,48,2,0,1,0,1,0
2051286,74,4,1939,8,male,387,52,23,2,0,1,0,1,0
1370925,75,15,1938,11,male,432,53,48,2,0,1,0,1,0
1857797,77,23,1936,11,male,209,53,25,2,8,1,7,1,1
1128880,82,15,1931,2,female,499,53,17,2,73,1,30,1,43
1882336,87,18,1926,3,female,512,52,15,2,17,1,11,1,6
2083575,93,20,1920,11,male,655,53,17,2,3,1,3,1,0
1431908,97,4,1916,1,female,1845,52,11,2,5,1,3,1,2
1474019,101,17,1912,8,male,6,52,44,2,0,2,0,0,0
1509170,103,8,1910,1,male,346,53,40,2,0,2,0,0,0
1968458,108,18,1905,3,male,405,52,24,2,0,2,0,0,0
1917046,13,1,2000,12,male,484,53,26,2,0,2,0,0,0
1019280,15,19,1998,1,male,399,52,37,2,0,2,0,0,0
